curriculum,curid,sylid,subjectCode,materialDescription,author,publisher,publishedDate,edition,isbn,isMain,isHardCopy,isOnline,note
BIT_AI_K20D-21A,2891,13307,MLN131,C. Mác và Ph. Angghen: Toàn t?pMarx/Engels Collected Works,C. Mác và Ph. Angghen,Nhà xu?t b?n Chính tr? qu?c giaNational Political Publishing House,2004,1,,,,,
BIT_AI_K20D-21A,2891,13307,MLN131,Giáo trình Ch? nghia xã h?i khoa h?c Scientific socialism textbook,B? Giáo d?c và Ðào t?oMinistry of Education and Training,Vietnam Education Publishing House,2006,,,,,,
BIT_AI_K20D-21A,2891,13307,MLN131,"Giáo trình Ch? nghia xã h?i khoa h?c, dùng cho sinh viên d?i h?c h? chuyên lý lu?n chính tr?Scientific socialism textbook for politics majored students",B? Giáo d?c và Ðào t?oMinistry of Education and Training,Nhà xu?t b?n Chính tr? qu?c gia s? th?tTruth National Political Publishing House,2021,1,,,,,
BIT_AI_K20D-21A,2891,13307,MLN131,"Giáo trình Ch? nghia xã h?i khoa h?c, dùng cho sinh viên d?i h?c h? không chuyên lý lu?n chính tr?Scientific socialism textbook for non-politics majored students",B? Giáo d?c và Ðào t?oMinistry of Education and Training,Nhà xu?t b?n Chính tr? qu?c gia s? th?tTruth National Political Publishing House,2021,1,,,,,
BIT_AI_K20D-21A,2891,13307,MLN131,"Kiên quy?t, kiên trì d?u tranh phòng, ch?ng tham nhung, tiêu c?c, góp ph?n xây d?ng Ð?ng và Nhà nu?c ta ngày càng trong s?ch, v?ng m?nh",T?ng Bí thu Nguy?n Phú Tr?ng,Nhà xu?t b?n Chính tr? qu?c gia S? th?t,,,,,,,https://tulieuvankien.dangcongsan.vn/van-kien-tu-lieu-ve-dang/book/sach-chinh-tri/kien-quyet-kien-tri-dau-tranh-phong-chong-tham-nhung-tieu-cuc-gop-phan-xay-dung-dang-va-nha-nuoc-ta-ngay-cang-trong-sach-436
BIT_AI_K20D-21A,2891,13307,MLN131,"Tài li?u gi?ng d?y v? phòng, ch?ng tham nhung dùng cho các tru?ng d?i h?c, cao d?ng không chuyên v? lu?t(Phê duy?t kèm theo Quy?t d?nh s? 3468/QÐ-BGDÐT ngày 06 tháng 9 nam 2014 c?a B? tru?ng B? Giáo d?c và Ðào t?o)",Ch? biên et al.,B? GIÁO D?C VÀ ÐÀO T?O,2014,,,,,,https://drive.google.com/file/d/1Tf3Fyybs8puDEnp5JGw3zqezIfreh6H2/view?usp=sharing
BIT_AI_K20D-21A,2891,13307,MLN131,V.I. Lênnin: Toàn t?pSelected works [of] V. I. Lenin,V.I. Lênnin,Nhà xu?t b?n Chính tr? qu?c giaNational Political Publishing House,2005,1,,,,,
BIT_AI_K20D-21A,2891,13686,VNR202,Báo cáo t?ng k?t m?t s? v?n d? lý lu?n th?c ti?n qua 30 nam d?i m?iThe final report on the summary of some theoretical-practical issues over the past 30 years of innovation,"Ð?ng C?ng s?n Vi?t Nam, Ban ch?p hành Trung uong, Ban ch? d?o t?ng k?tCommunist Party of Vietnam, Central Committee of the Communist Party of Vietnam, National Steering Committee",Nhà xu?t b?n Chính tr? qu?c gia National Political Publishing House,2015,1,,,,,
BIT_AI_K20D-21A,2891,13686,VNR202,"Chi?n tranh cách m?ng Vi?t Nam 1945-1975, th?ng l?i và bài h?cVietnamese Revolutionary War, 1945–1975: Victory and Lessons",Ban ch? d?o t?ng k?t chi?n tranh tr?c thu?c B? chính tr?,Nhà xu?t b?n Chính tr? qu?c gia National Political Publishing House,2008,1,,,,,
BIT_AI_K20D-21A,2891,13686,VNR202,"Giáo trình L?ch s? Ð?ng C?ng s?n Vi?t Nam (Dành cho sinh viên d?i h?c, cao d?ng chuyên ngành Mác – Lênin, tu tu?ng H? Chí Minh)History of CPV textbook for students whose major is Marxism-Leninism and Ho Chi Minh ideology",B? Giáo d?c và Ðào t?oMinistry of Education and Training,Nhà xu?t b?n Chính tr? qu?c gia s? th?tTruth National Political Publishing House,2021,1,,,,,
BIT_AI_K20D-21A,2891,13686,VNR202,"Giáo trình L?ch s? Ð?ng C?ng s?n Vi?t Nam (Dành cho sinh viên d?i h?c, cao d?ng kh?i không chuyên ngành Mác – Lênin, tu tu?ng H? Chí Minh) - B?n d? th?oHistory of CPV textbook for students whose major is not Marxism-Leninism and Ho Chi Minh ideology - Draft",B? Giáo d?c và Ðào t?oMinistry of Education and Training,Nhà xu?t b?n Chính tr? qu?c gia s? th?tTruth National Political Publishing House,2019,,,,,,https://moet.gov.vn/van-ban/vbdh/Pages/chi-tiet-van-ban.aspx?ItemID=2729#divShowDialogDownload.
BIT_AI_K20D-21A,2891,13686,VNR202,"Giáo trình L?ch s? Ð?ng C?ng s?n Vi?t Nam (Dành cho sinh viên d?i h?c, cao d?ng kh?i không chuyên ngành Mác – Lênin, tu tu?ng H? Chí Minh)History of CPV textbook for students whose major is not Marxism-Leninism and Ho Chi Minh ideology",B? Giáo d?c và Ðào t?oMinistry of Education and Training,Nhà xu?t b?n Chính tr? qu?c gia s? th?tTruth National Political Publishing House,2021,1,,,,,
BIT_AI_K20D-21A,2891,13686,VNR202,"H? Chí Minh toàn t?p, t?p 1 d?n t?p 15The Selected Works of Ho Chi Minh, Vol. 1 to 5",H? Chí Minh,Nhà xu?t b?n Chính tr? qu?c gia National Political Publishing House,2011,1,,,,,
BIT_AI_K20D-21A,2891,13686,VNR202,"Kiên quy?t, kiên trì d?u tranh phòng, ch?ng tham nhung, tiêu c?c, góp ph?n xây d?ng Ð?ng và Nhà nu?c ta ngày càng trong s?ch, v?ng m?nh",T?ng Bí thu Nguy?n Phú Tr?ng,Nhà xu?t b?n Chính tr? qu?c gia S? th?t,,,,,,,https://tulieuvankien.dangcongsan.vn/van-kien-tu-lieu-ve-dang/book/sach-chinh-tri/kien-quyet-kien-tri-dau-tranh-phong-chong-tham-nhung-tieu-cuc-gop-phan-xay-dung-dang-va-nha-nuoc-ta-ngay-cang-trong-sach-436
BIT_AI_K20D-21A,2891,13686,VNR202,"L?ch s? Ð?ng C?ng s?n Vi?t Nam, t?p 1History of the Communist Party of Vietnam, Vol. 1",Institute of History,Nhà xu?t b?n Chính tr? qu?c gia National Political Publishing House,2018,1,,,,,
BIT_AI_K20D-21A,2891,13686,VNR202,"Tài li?u gi?ng d?y v? phòng, ch?ng tham nhung dùng cho các tru?ng d?i h?c, cao d?ng không chuyên v? lu?t(Phê duy?t kèm theo Quy?t d?nh s? 3468/QÐ-BGDÐT ngày 06 tháng 9 nam 2014 c?a B? tru?ng B? Giáo d?c và Ðào t?o)",Ch? biên et al.,B? GIÁO D?C VÀ ÐÀO T?O,2014,,,,,,https://drive.google.com/file/d/1Tf3Fyybs8puDEnp5JGw3zqezIfreh6H2/view?usp=sharing
BIT_AI_K20D-21A,2891,13686,VNR202,Van ki?n Ð?i h?i d?i bi?u toàn qu?c l?n th? XIIPolitical report of the 13th Party Congress,Ð?ng C?ng s?n Vi?t NamCommunist Party of Vietnam,Nhà xu?t b?n Chính tr? qu?c gia National Political Publishing House,2016,1,,,,,
BIT_AI_K20D-21A,2891,13686,VNR202,"Ngh? quy?t s? 57-NQ/TW, ngày 22/12/2024 c?a B? Chính tr? v? d?t phá phát tri?n khoa h?c, công ngh?, d?i m?i sáng t?o và chuy?n d?i s? qu?c gia",B? Chính tr? - Ban Ch?p hành Trung uong Ð?ng C?ng s?n Vi?t NamThe Politburo – The Central Committee of the Communist Party of Vietnam,B? Chính tr? - Ban Ch?p hành Trung uong Ð?ng C?ng s?n Vi?t Nam The Politburo – The Central Committee of the Communist Party of Vietnam,2024,1,,,,,https://tulieuvankien.dangcongsan.vn/Uploads/2025/1/7/2/NQ-57-TW-BCT.pdf
BIT_AI_K20D-21A,2891,13686,VNR202,Ngh? quy?t s? 68-NQ/TW ngày 4/5/2025 c?a B? Chính tr? v? phát tri?n kinh t? tu nhân,B? Chính tr? - Ban Ch?p hành Trung uong Ð?ng C?ng s?n Vi?t NamThe Politburo – The Central Committee of the Communist Party of Vietnam,B? Chính tr? - Ban Ch?p hành Trung uong Ð?ng C?ng s?n Vi?t Nam The Politburo – The Central Committee of the Communist Party of Vietnam,2025,1,,,,,https://tulieuvankien.dangcongsan.vn/Uploads/2025/5/7/5/NQ-68-TW.pdf
BIT_SE_K19D_K20A,2941,13151,OTP101,Introductory documents aout FPT Group and FPT University,,,,,,,,,
BIT_SE_K19D_K20A,2941,13151,OTP101,"""H?i ký: T? nhân dân mà ra""",,,,,,,,,
BIT_SE_K19D_K20A,2941,13151,OTP101,"""H?i ký: Nh?ng di?u d?ng l?i qua hai cu?c chi?n tranh""",,,,,,,,,
BIT_SE_K19D_K20A,2941,13151,OTP101,"""H?i ký: T?ng hành dinh""",,,,,,,,,
BIT_SE_K19D_K20A,2941,13540,VOV114,Giáo trình V? sinh th? d?c th? thao,,"NXB TTTT, Hà N?i (2020)",,,,,,,
BIT_SE_K19D_K20A,2941,13540,VOV114,Lý lu?n và phuong pháp GDTC,,"NXB TTTT, Hà N?i (2020)",,,,,,,
BIT_SE_K19D_K20A,2941,13540,VOV114,Lý lu?n và phuong pháp hu?n luy?n th? thao,,"NXB TTTT, Hà N?i (2017)",,,,,,,
BIT_SE_K19D_K20A,2941,13540,VOV114,Sách K? thu?t Vovinam-Vi?t Võ Ð?o t?p 1,,"NXB TDTT, HN (2008)",,,,,,,
BIT_SE_K19D_K20A,2941,13540,VOV114,Sách th?c võ d?o Vovinam,,Tài li?u n?i b? Vovinam,,,,,,,
BIT_SE_K19D_K20A,2941,11834,DTR103,"Sách h?c Ðàn Tranh ""Sa´ch h?c Ða`n Tranh""",Tác gi?: Bích Vu?ng- Ðinh Th? N?iAuthors: Bich Vuong - Dinh Thi Noi,H?c viên Âm nh?c qu?c gia VNVietnam National Academy of Music,N/A,,,,,,
BIT_SE_K19D_K20A,2941,11834,DTR103,Bài t?p luy?n k? thu?t dàn Tranh Exercises to practice techniques of Dan Tranh,,,,,,,,,
BIT_SE_K19D_K20A,2941,11834,DTR103,Danh m?c các bài nh?c có th? s? d?ng trong h?c ph?n: 1.Tam pháp nh?p môn- Nh?c c? mi?n Nam 2. Xuân phong- Long h?- Nhã nh?c cung dình Hu? 3. Lý cây bông- Dân ca Nam B? 4. Lý cây da- Dân ca quan h? B?c Ninh 5. Lý kéo chài- Dân ca Nam B? 6. Ðang dàn cung- Nhã nh?c cung dình Hu? 7. Qua c?u gió bay- Dân ca quan h? B?c Ninh 8. Th?ng Cu?i- Lê Thuong 9. Ohnara- Ost phim Deajangum 10. Gi?c mo trua-Giáng Son 11. Nh?t kí c?a m?- Nguy?n Van Chung 12. Ð?i hoa m?t tr?i-Nguy?n Van Chung 13. Con bu?m Xuân-nh?c Hoa 14. Ð?i Ngu-nh?c Hoa 15. Yume To Hazakura- nh?c Nh?t 16. Fly away- Debelah Morgan 17. Y?n vô hi?t- Nh?c Hoa 18. Jingle Bells- James Pierpoint 19. Happy birthday- Nh?c qu?c t? 20.Fly away- Nh?c qu?c t? 21. Hào khí Vi?t Nam (Holy Th?ng) 22. G?p m? trong mo- Nh?c Hoa,,,,,,,,,
BIT_SE_K19D_K20A,2941,13245,CEA201,Computer Organization and Architecture: Design for Performance,William Stallings,Prentice Hall,2012,9th (or 10th),"978-0132936330 (9th), 978-0134101613 (10th)",,,,
BIT_SE_K19D_K20A,2941,13245,CEA201,Computer architecture : A quantitative approach,"John L. Hennessy, David A Patterson",Morgan Kaufmann,,,,,,,
BIT_SE_K19D_K20A,2941,13245,CEA201,http://williamstallings.com/ComputerOrganization/COA9e-Instructor/,,,,,,,,,
BIT_SE_K19D_K20A,2941,13245,CEA201,http://williamstallings.com/ComputerOrganization/COA9e-student/,,,,,,,,,
BIT_SE_K19D_K20A,2941,13245,CEA201,- AI Notes:https://www.https://notegpt.io/ or another AI.- Other AI tools: ChatGPT/Copilot/Gamma,,,,,,,,,
BIT_SE_K19D_K20A,2941,13245,CEA201,MARIE simulator,,,,,,,,,
BIT_SE_K19D_K20A,2941,13245,CEA201,ParaCacheSimulator,,,,,,,,,
BIT_SE_K19D_K20A,2941,11585,CSI106,Foundations Of Computer Science,Behrouz Forouzan,Cengage,2017,4th,978-1-4737-5104-0,,,,
BIT_SE_K19D_K20A,2941,11585,CSI106,Fundamentals of Information Systems Security,,Jones & Bartlett,2016,3rd,,,,,
BIT_SE_K19D_K20A,2941,11585,CSI106,Computer architecture : A quantitative approach,"John L. Hennessy, David A Patterson",Morgan Kaufmann,2011,5th,,,,,
BIT_SE_K19D_K20A,2941,11585,CSI106,"AI For Everyone"" course in Courserahttps://www.coursera.org/learn/ai-for-everyone/",Andrew Ng,DeepLearning.AI,,,,,,,Additional Learning
BIT_SE_K19D_K20A,2941,13137,MAE101,Calculus 1,,,,,,,,,https://openstax.org/details/books/calculus-volume-1
BIT_SE_K19D_K20A,2941,13137,MAE101,Calculus 2,,,,,,,,,https://openstax.org/details/books/calculus-volume-2
BIT_SE_K19D_K20A,2941,13137,MAE101,powerpoint in CD + Powerpoint prepared by previous lecturers (PP).,,,,,,,,,
BIT_SE_K19D_K20A,2941,13137,MAE101,Student Video Skillbuilder in CD (Video).,,,,,,,,,
BIT_SE_K19D_K20A,2941,13137,MAE101,Animation in CD (Animation).,,,,,,,,,
BIT_SE_K19D_K20A,2941,13137,MAE101,Computerized tools (for example Maxima http://maxima.sourceforge.net/) (CT),,,,,,,,,
BIT_SE_K19D_K20A,2941,13137,MAE101,Essential Calculus,James Stewart,Thomson Brooks/Cole,,,978-0-495-10860-3,,,,
BIT_SE_K19D_K20A,2941,13137,MAE101,Calculus for engineers,Donald Trim,"Prentice Hall,",,,0-13-085603-7,,,,
BIT_SE_K19D_K20A,2941,13137,MAE101,Calculus,Stanley I. Grossman,,,,0-03-096420-2,,,,
BIT_SE_K19D_K20A,2941,13137,MAE101,Linear Algebra with applications,"W.Keith Nicholson,",Mc Graw Hill Education,,,987-1-259-07299-4.,,,,
BIT_SE_K19D_K20A,2941,13137,MAE101,Linear Algebra with Applications,W. Keith Nicholson,Lyryx Online Resources,2021,2021-A,,,,,https://lyryx.com/linear-algebra-applications/
BIT_SE_K19D_K20A,2941,13137,MAE101,Coursera - FPT University Private Authored Courses: Linear transformation with python (Guided Project),,,,,,,,,Optional practice
BIT_SE_K19D_K20A,2941,13539,VOV124,Giáo trình V? sinh th? d?c th? thao,,"NXB TTTT, Hà N?i (2020)",,,,,,,
BIT_SE_K19D_K20A,2941,13539,VOV124,Lý lu?n và phuong pháp GDTC,,"NXB TTTT, Hà N?i (2020)",,,,,,,
BIT_SE_K19D_K20A,2941,13539,VOV124,Lý lu?n và phuong pháp hu?n luy?n th? thao,,"NXB TTTT, Hà N?i (2017)",,,,,,,
BIT_SE_K19D_K20A,2941,13539,VOV124,Sách K? thu?t Vovinam-Vi?t Võ Ð?o t?p 1,,"NXB TDTT, HN (2008)",,,,,,,
BIT_SE_K19D_K20A,2941,13539,VOV124,Sách th?c võ d?o Vovinam,,Tài li?u n?i b? Vovinam,,,,,,,
BIT_SE_K19D_K20A,2941,12223,PRF192,Foundations of Programming Using C,Evan Weaver,Creative Commons Attribution-NonCommercial- ShareAlike 3.0 Unported License,2003,,,,,,
BIT_SE_K19D_K20A,2941,12223,PRF192,The C Programming Language,"Brian W. Kernighan, Dennis M. Ritchie",Pearson,1988,2nd Edition,978-0131103627,,,,
BIT_SE_K19D_K20A,2941,12223,PRF192,MOOC: Introduction to C Course,Chris Szalwinsk,Chris Szalwinski and Seneca College.,,N/A,N/A,,,,https://intro2c.sdds.ca/
BIT_SE_K19D_K20A,2941,12594,SSL101c,https://www.coursera.org/specializations/academic-skills,,Coursera,,,,,,,SPEC: Academic Skills for University Success Specialization
BIT_SE_K19D_K20A,2941,12594,SSL101c,https://www.coursera.org/learn/digital-literacy,,Coursera,,,,,,,MOOC 01: Introduction to Information & Digital Literacy for University Success
BIT_SE_K19D_K20A,2941,12594,SSL101c,https://www.coursera.org/learn/problem-solving-skills,,Coursera,,,,,,,MOOC 02: Introduction to Problem-Solving Skill for University Success
BIT_SE_K19D_K20A,2941,12594,SSL101c,https://www.coursera.org/learn/critical-thinking-skills,,Coursera,,,,,,,MOOC 03: Critical Thinking Skills for University Success
BIT_SE_K19D_K20A,2941,12594,SSL101c,https://www.coursera.org/learn/communication-skills,,Coursera,,,,,,,MOOC 04: Communication Skills for University Success
BIT_SE_K19D_K20A,2941,12594,SSL101c,https://www.coursera.org/learn/academic-skills-project,,Coursera,,,,,,,MOOC 05: Academic Skills for University Success: Capstone
BIT_SE_K19D_K20A,2941,12594,SSL101c,Coursera - FPT University Private Authored Courses: SSL101c - How To Avoid Plagiarism with Digital Tools (Guided Project),,,,,,,,,Optional Practice
BIT_SE_K19D_K20A,2941,13144,MAD101,Adam Drozdek. Data structure and Algorithms in Java. 3rd Edition.,,,,,,,,,
BIT_SE_K19D_K20A,2941,13144,MAD101,"Computerized tools (for example C programming tools, Maxima http://maxima.sourceforge.net/) (CT)",,,,,,,,,
BIT_SE_K19D_K20A,2941,13144,MAD101,Discrete Mathematics and its applications,Kenneth Rosen,"Mc.Graw Hill, IE",2007,Ed.7 (or 6),978-0073383095,,,,
BIT_SE_K19D_K20A,2941,13144,MAD101,Powerpoint image in CD + Powerpoint prepared by previous lecturers (PP),,,,,,,,,
BIT_SE_K19D_K20A,2941,13144,MAD101,Teaching Suggestion and Applications of Discrete Mathematics for ST1 (TS),,,,,,,,,
BIT_SE_K19D_K20A,2941,13144,MAD101,Testbank for ST1,,,,,,,,,
BIT_SE_K19D_K20A,2941,13272,NWC204,31 Packet Tracer activities,Cisco,Cisco,,,,,,,
BIT_SE_K19D_K20A,2941,13272,NWC204,CCNA: Introduction to Networks Slides,Cisco,Cisco,,,,,,,
BIT_SE_K19D_K20A,2941,13272,NWC204,E-Learning Content: 17 modules,Cisco,Cisco,,,,,,,
BIT_SE_K19D_K20A,2941,13272,NWC204,Labs: 24 hands-on and paper-based labs.,Cisco,Cisco,,,,,,,
BIT_SE_K19D_K20A,2941,13272,NWC204,Videos: 36 videos,Cisco,Cisco,,,,,,,
BIT_SE_K19D_K20A,2941,13166,OSG202,Modern Operating Systems (4th edition or 3rd or 2nd),Andrew S. Tanenbaum,Pearson,2014 (4th),4th or 3rd or 2nd,9781292061429 or 9780133591620 (4th Edition),,,,
BIT_SE_K19D_K20A,2941,13166,OSG202,Connecting with Computer Science,"Creg Anderson, David Ferrro, Robert Hilbon",Thomson course Technology,2010,2nd Edition,978-1439080351,,,,
BIT_SE_K19D_K20A,2941,13166,OSG202,Understanding operating systems,Ann McIver McHoes and Ida M. Flynn,Cengage Learning,2008,8th,978-1305674257,,,,
BIT_SE_K19D_K20A,2941,13166,OSG202,http://courses.knox.edu/cs226/,,,,,,,,,
BIT_SE_K19D_K20A,2941,13166,OSG202,AI Notes:https://www.https://notegpt.io/,,,,,,,,,
BIT_SE_K19D_K20A,2941,13537,VOV134,Giáo trình V? sinh th? d?c th? thao,,"NXB TTTT, Hà N?i (2020)",,,,,,,
BIT_SE_K19D_K20A,2941,13537,VOV134,Lý lu?n và phuong pháp GDTC,,"NXB TTTT, Hà N?i (2020)",,,,,,,
BIT_SE_K19D_K20A,2941,13537,VOV134,Lý lu?n và phuong pháp hu?n luy?n th? thao,,"NXB TTTT, Hà N?i (2017)",,,,,,,
BIT_SE_K19D_K20A,2941,13537,VOV134,Sách K? thu?t Vovinam-Vi?t Võ Ð?o t?p 1,,"NXB TDTT, HN (2008)",,,,,,,
BIT_SE_K19D_K20A,2941,13537,VOV134,Sách th?c võ d?o Vovinam - Vi?t Võ Ð?o ph?n co b?n,,Tài li?u n?i b? Vovinam,,,,,,,
BIT_SE_K19D_K20A,2941,12038,PRO192,Java 8 Specification https://docs.oracle.com/javase/specs/jvms/se8/html/jvms-1.html#jvms-1.1,,,,,,,,,
BIT_SE_K19D_K20A,2941,12038,PRO192,"Core Java, Volum 1: Fundamentals",Cay Horstmann,Pearson,2018,11th,978-0135166307,,,,
BIT_SE_K19D_K20A,2941,12038,PRO192,"Core Java, Volum 2: Advanced features",Cay Horstmann,Pearson,2019,11th,978-0135166314,,,,
BIT_SE_K19D_K20A,2941,12038,PRO192,Object-Oriented Programming using Java (website (offline): H?c li?u do FU biên so?n),,,,,,,,,
BIT_SE_K19D_K20A,2941,13172,WED201c,https://learner.coursera.help/hc/en-us/articles/208280036-Coursera-Code-of-Conduct,,Coursera,,,,,,,
BIT_SE_K19D_K20A,2941,13172,WED201c,https://www.coursera.org/learn/html/home/welcome,,Coursera,,,,,,,MOOC 1: Introduction to HTML5
BIT_SE_K19D_K20A,2941,13172,WED201c,https://www.coursera.org/learn/introcss/home/welcome,,Coursera,,,,,,,MOOC 2: Introduction to CSS3
BIT_SE_K19D_K20A,2941,13172,WED201c,https://www.coursera.org/learn/javascript/home/welcome,,Coursera,,,,,,,MOOC 3: Interactivity with JavaScript
BIT_SE_K19D_K20A,2941,13172,WED201c,https://www.coursera.org/learn/responsivedesign/home/welcome,,Coursera,,,,,,,MOOC 4: Advanced Styling with Responsive Design
BIT_SE_K19D_K20A,2941,13172,WED201c,https://www.coursera.org/learn/web-design-project/home/welcome,,Coursera,,,,,,,MOOC 5: Web Design for Everybody Capstone
BIT_SE_K19D_K20A,2941,13172,WED201c,https://www.coursera.org/specializations/web-design; University of Michigan,,Coursera,,,,,,,SPEC: Web Design for Everybody: Basics of Web Development & Coding
BIT_SE_K19D_K20A,2941,10368,CSD201,"Michaelt T. Goodrich, Roberto Tamassia, Michael H. Goldwasser: Data Structures and Algorithms in Java, 6th Edition, 2014","Michaelt T. Goodrich, Roberto Tamassia, Michael H. Goldwasser",Wiley,2014,6th,978-1-118-77133-4,,,,Sách online (Wiley platform)
BIT_SE_K19D_K20A,2941,10368,CSD201,FU slides (ppt),,,,,,,,,
BIT_SE_K19D_K20A,2941,10368,CSD201,FU exercises (pdf),,,,,,,,,
BIT_SE_K19D_K20A,2941,10368,CSD201,Code files for students (java files),,,,,,,,,
BIT_SE_K19D_K20A,2941,871,DBI202-OLD,First Course in Database Systems,"Jeffrey D. Ullman, Jennifer Widom",,,3rd,9780136006374,,,,
BIT_SE_K19D_K20A,2941,871,DBI202-OLD,http://infolab.stanford.edu/~ullman/fcdb.html,,,,,,,,,
BIT_SE_K19D_K20A,2941,871,DBI202-OLD,"http://www.pearsonhighered.com/educator/hip_main_content/1,3120,-500,00.html",,,,,,,,,
BIT_SE_K19D_K20A,2941,871,DBI202-OLD,http://esminfo.prenhall.com/goal/,,,,,,,,,
BIT_SE_K19D_K20A,2941,871,DBI202-OLD,FU Slides,,,,,,,,,
BIT_SE_K19D_K20A,2941,871,DBI202-OLD,FU CMS at http://cms.fpt.edu.vn .,,,,,,,,,
BIT_SE_K19D_K20A,2941,14232,JPD113,Kana Nyuumon (Nh?p môn Kana),Japan Foundation,,,,,,,,
BIT_SE_K19D_K20A,2941,14232,JPD113,?????? ?? ??,????,???,2011,,ISBN-10 : 4757419775ISBN-13 : 978-4757419773,,,,Giáo trình Dekiru quy?n d? (Ti?ng Nh?t trong t?m tay)
BIT_SE_K19D_K20A,2941,14232,JPD113,?????????? ?? (??????),????????????????,?? ??,???,,ISBN-10 : 4893588117ISBN-13 : 978-4893588111,,,,
