curriculum,curid,sylid,subjectCode,category,type,part,weight,completionCriteria,duration,clo,questionType,noQuestion,knowledgeSkill,gradingGuide,note,isSubComponent
BBA_IB_K19D20A,2446,13537,VOV134,Final exam,Final exam,1,100.0%,5,1.5 hours,all CLOS,Test techniques,"S? ph?n thi: 03* Lý thuy?t.* Th?c hành (Ð?ng d?i): Ch?n 1 trong 3 n?i dung: Nh?p môn quy?n, võ nh?c, s?n ph?m Vovinam gi?i trí* Th? l?c","S? ph?n thi: 03* Lý thuy?t.* Th?c hành: Ch?n 1 trong 3 n?i dung: Nh?p môn quy?n, võ nh?c, s?n ph?m Vovinam gi?i trí* Th? l?c",Ch?n 1 trong 2 cách sau:* Sinh viên b?c tham câu h?i.* Gi?ng viên d?t yêu c?u d? sinh viên th?c hi?n.,"Thành l?p h?i d?ng ch?m thi. Ch? nhi?m BM là ch? t?ch h?i d?ng, phân công các GV vào các v? trí:* Thu ký h?i d?ng: giám sát tu cách d? thi c?a SV và t?ng h?p di?m.* Các t? ch?m thi tuong ?ng v?i 3 ph?n thi.",0
BBA_IB_K19D20A,2446,11845,SSG104,Activity,on-going,3,15.0%,>0,40-60',"CLO1, CLO2, CLO3, CLO5, CLO6, CLO7, CLO4, CLO8",OP1: Lecturers to choose a apporopriate course content to design activity for students to review the theory or apply theory in practice // OP2: (For Constructivism Approach only): Follow lecturer's proposal,1,ASM the acquainted knowledge which student obtained in the delivered chapters,"in class, by instructor","Activity 1: LO1,2 Activity 2: LO3 5, 6, 7 Activity 3: LO4, 8 Instruction and shedules for Progress tests must be presented in the Course Implementation Plan approved by director of the campus. Progress test must be taken right after the last lectures of required material. Instructor has resposibility to review the test for students after graded.",0
BBA_IB_K19D20A,2446,11845,SSG104,Group asm,on-going,2,20.0%,>0,60-90',"CLO8, CLO9, CLO10, CLO11, CLO12",OP1: Guided by instructor in appropriate slots // OP2: (For Constructivism Approach only): Follow lecturer's proposal,1,ASM the acquainted knowledge which student obtained in the delivered chapters,guided by instructor,"Group asm 1: LO8,9,10, 12 Group asm 2: LO 8,11,12 Instruction and shedules for Progress tests must be presented in the Course Implementation Plan approved by director of the campus. Progress test must be taken right after the last lectures of required material. Instructor has resposibility to review the test for students after graded.",0
BBA_IB_K19D20A,2446,11845,SSG104,Group Project,on-going,3,30.0%,>0,Week 1-Week 10,"CLO3, CLO4, CLO5, CLO7, CLO8, CLO9, CLO10, CLO12",OP1: See sheet: Group project // OP2: (For Constructivism Approach only): Follow lecturer's proposal,1,,In or outside,Instruction and shedules for Progress tests must be presented in the Course Implementation Plan approved by director of the campus. Progress test must be taken right after the last lectures of required material. Instructor has resposibility to review the test for students after graded.,0
BBA_IB_K19D20A,2446,11845,SSG104,Participation,on-going,1,10.0%,>0,,CLO12,OP1: based on schedule's course // OP2: (For Constructivism Approach only): Follow lecturer's proposal,1,,"in class, by instructor",,0
BBA_IB_K19D20A,2446,11845,SSG104,Quiz,on-going,1,5.0%,>0,30',"CLO1, CLO2, CLO3, CLO6, CLO7",OP1: Multiple choice or Essay // OP2: (For Constructivism Approach only): Follow lecturer's proposal,N/A,Test the acquainted knowledge which student obtained in the delivered chapters,"in class, by instructor. Should use EOS",Instruction and shedules for Progress tests must be presented in the Course Implementation Plan approved by director of the campus. Progress test must be taken right after the last lectures of required material. Instructor has resposibility to review the test for students after graded.,0
BBA_IB_K19D20A,2446,11845,SSG104,Final exam,Final exam,1,20.0%,4,30',All LOs,Multiple choicesMarked by Computer,25,"concepts, algorithms; all studied chapters","by exam board, using computer","LO1,2,3,6,7",0
BBA_IB_K19D20A,2446,13709,ECO201,Class participation and preparation,on-going,1,10.0%,>0,,,,NA,,,"Participation grade will be given based on students' preparation, quantity as well as group performance",0
BBA_IB_K19D20A,2446,13709,ECO201,Group Presentation,on-going,1,15.0%,>0,90',"LO2, LO3, LO4, LO5, LO6, LO7","Option 1: about the chosen topic infront of the class in 45 minutes. The teacher will summarise the key points. The presentation/discussion in class is expected to answer student's questions/wonders about what they are not sure, not very things mentioned in the materials.",NA,Option 1: Based on the first twelve chapters of this course (cover both classical and modern theories of international trade as well as examine the efficient of trade policies) Option 2 (For Constructivism Approach only): Follow lecturer's proposal,,"Option 1: The mark will be given based on each student's performance, not on the whole group's. It means each student will get their own mark.",0
BBA_IB_K19D20A,2446,13709,ECO201,Progress Test 1,on-going,1,15.0%,>0,40',"LO2, LO4",Option 1: Multiple choiceOption 2 (For Constructivism Approach only): Follow lecturer's proposal,Option 1: 50 questions,Option 1: Test the acquainted knowledge which student obtained in the delivered chapters (1-6). Option 2 (For Constructivism Approach only): Follow lecturer's proposal,,Option 1: Teacher is allowed to select which unit content (topic or learning outcome) to focus on each examination session.,0
BBA_IB_K19D20A,2446,13709,ECO201,Progress Test 2,on-going,1,15.0%,>0,40',"LO3, LO5, LO6, LO7",Option 1: Multiple choiceOption 2 (For Constructivism Approach only): Follow lecturer's proposal,Option 1: 50 questions,Option 1: Test the acquainted knowledge which student obtained in the delivered chapters (7-13). Option 2 (For Constructivism Approach only): Follow lecturer's proposal,,Option 1: Teacher is allowed to select which unit content (topic or learning outcome) to focus on each examination session.,0
BBA_IB_K19D20A,2446,13709,ECO201,Progress Test 3,on-going,1,15.0%,>0,40',"LO8, LO9",Option 1: Multiple choiceOption 2 (For Constructivism Approach only): Follow lecturer's proposal,Option 1: 50 questions,Option 1: Test the acquainted knowledge which student obtained in the delivered chapters (14-20). Option 2 (For Constructivism Approach only): Follow lecturer's proposal,,Option 1: Teacher is allowed to select which unit content (topic or learning outcome) to focus on each examination session.,0
BBA_IB_K19D20A,2446,13709,ECO201,Final exam,Final exam,1,30.0%,4,60',"LO1, LO2, LO3, LO4, LO5, LO6, LO7, LO8, LO9, LO10, LO11, LO12",Multiple choice 50 questions.,,"The question will cover the lectures, class discussions, activities, exercises, and textbook.",,Not allow to use any document/information in any form in exam room,0
BBA_IB_K19D20A,2446,14056,FIN202,Class Participation and Preparation,on-going,1,10.0%,>0,,"CLO1, CLO2, CLO3, CLO4, CLO5, CLO6, CLO7",,,,,"Option 1: Participation scores will be given based on students' class attendance, preparation, quantity as well as quality of participation in classroom; quality of participation is demonstrated through asking relevant questions, making statements that add to and facilitate class discussions, and building upon others’ comments. Option 2 (For Constructivism Approach only): Follow lecturer's proposal",0
BBA_IB_K19D20A,2446,14056,FIN202,Essay test,on-going,1,15.0%,>0,OP1: 40 munites; OP2 (For Constructivism Approach only): Follow lecturer's proposal,"CLO1, CLO3, CLO4, CLO5, CLO6","OP1: Essay questions of calculation exercises. Comprehensive exercises cover mainly chapter 8, 9, 10, 11; OP2 (For Constructivism Approach only): Follow lecturer's proposal",OP1: Follow lecturer's proposal; OP2 (For Constructivism Approach only): Follow lecturer's proposal,OP1: Integration of studied knowledge and skills of chapters covered in the subjectOP2 (For Constructivism Approach only): Follow lecturer's proposal,By instructor,,0
BBA_IB_K19D20A,2446,14056,FIN202,Group Assignment,on-going,1,15.0%,>0,OP1: Report and Presentation in class (end of the course); OP2 (For Constructivism Approach only): Follow lecturer's proposal,"CLO1, CLO2, CLO3, CLO4, CLO5, CLO6, CLO7",OP1: Suggestion: Build up your own project and use project evaluation techniques to pursue investors to invest in your project; OP2 (For Constructivism Approach only): Follow lecturer's proposal,OP1: Case study; OP2 (For Constructivism Approach only): Follow lecturer's proposal,"OP1: Thinking creatively, making decisions, solving problems,Personal qualities: Individual responsibility, self-esteem, sociability, self-management, and integrity. OP2 (For Constructivism Approach only): Follow lecturer's proposal",By instructor,OP1: Group's mark considered as related individual's markOP2 (For Constructivism Approach only): Follow lecturer's proposal,0
BBA_IB_K19D20A,2446,14056,FIN202,Individual Assignment,on-going,1,15.0%,>0,OP1: at home; OP2 (For Constructivism Approach only): Follow lecturer's proposal,"CLO1, CLO2, CLO3, CLO4, CLO7",OP1: Suggestion: - Each student is assigned a listed company and do an analysis of the company financial statements or- Case study; OP2 (For Constructivism Approach only): Follow lecturer's proposal,"OP1: 1,500 word - report; OP2 (For Constructivism Approach only): Follow lecturer's proposal",OP1: Integration of studied knowledge and skillsOP2 (For Constructivism Approach only): Follow lecturer's proposal,By instructor,OP1: Students must select different statements from different companies,0
BBA_IB_K19D20A,2446,14056,FIN202,Mid-term test (MT),on-going,1,15.0%,>0,OP1: In class (45 minutes); OP2 (For Constructivism Approach only): Follow lecturer's proposal,"CLO1, CLO3, CLO4","OP1: Comprehensive exercisesCover chapter 1, 3, 4, 5, 6, 7, 8, 9; OP2 (For Constructivism Approach only): Follow lecturer's proposal",OP1: In-class; OP2 (For Constructivism Approach only): Follow lecturer's proposal,OP1: Integration of studied knowledge and skills of chapters covered so far; OP2 (For Constructivism Approach only): Follow lecturer's proposal,By instructor,,0
BBA_IB_K19D20A,2446,14056,FIN202,Final exam,Final exam,1,30.0%,4,60 minutes,"CLO1, CLO2, CLO3, CLO4, CLO5, CLO6",Multiple choice questions (50). Multiple choice questions cover all chapters,50MCQs,Integration of studied knowledge and skills of chapters covered in the subject,By Exam board,,0
BBA_IB_K19D20A,2446,13032,HRM202c,Final exam,Final exam,1,100.0%,4,60 mins,"CLO1, CLO2, CLO3, CLO4, CLO5",Multiple choices. Marked by Computer,50,All studied courses. Each module of course contributes 9-11 questions.,By exam board The questions will cover content delivered in 5 courses of the specialization.,,0
BBA_IB_K19D20A,2446,13036,IBC201,Essay Test,on-going,1,10.0%,>0,Option 1: 60' Option 2 (For Constructivism Approach only): Follow lecturer's proposal,"LO1, LO2, LO3, LO4, LO5, LO6, LO7, LO8, LO9, LO10",Option 1: Essay questions. Marked by lecturer Option 2 (For Constructivism Approach only): Follow lecturer's proposal,Option 1: 2 -3 short essay questions,Option 1: Based on topics of studied units Option 2 (For Constructivism Approach only): Follow lecturer's proposal,"Option 1: In class, by instructor Instructor has resposibility to review the test for students after graded. Option 2 (For Constructivism Approach only): Follow lecturer's proposal",,0
BBA_IB_K19D20A,2446,13036,IBC201,Group Assignment,on-going,1,20.0%,>0,Option 1: Vary Option 2 (For Constructivism Approach only): Follow lecturer's proposal,"LO1, LO2, LO3, LO4, LO5, LO6, LO7, LO8, LO9, LO10","Option 1: A group of five students will choose a specific problem in global business context or international negotiation. From the theories acquired, they are required to prepare their strategy and plan to solve the problem or negotiate. Practical date will be the base for the input of the assignment . Option 2 (For Constructivism Approach only): Follow lecturer's proposal",Option 1: Maximum length of the group assignment should be 10 pages excluding appendices,Option 1: Based on topics of studied units Option 2 (For Constructivism Approach only): Follow lecturer's proposal,"Option 1: The assignment includes two part: written report and oral presentation All assignments (report and slides) should be typed and double-spaced with 11-point font, and must be submitted via LMS. A deduction of 10% of the assignment mark will be applied for each day of late submission Recommended: 30% for presentation and 70% for the written report. Option 2 (For Constructivism Approach only): Follow lecturer's proposal",,0
